#SimpleGazeTrackerDataFile
#TRACKER_VERSION,0.11.1
#DATAFORMAT,T,X,Y,P
#RECORDED_EYE,L
#SCREEN_ORIGIN,BottomLeft
#TRACKER_ORIGIN,BottomLeft
#SCREEN_WIDTH,1024
#SCREEN_HEIGHT,768
#DOTS_PER_CENTIMETER_H,24.26
#DOTS_PER_CENTIMETER_V,24.26
#VIEWING_DISTANCE,57.29577951308232
#SACCADE_VELOCITY_THRESHOLD,20.0
#SACCADE_ACCELERATION_THRESHOLD,3800.0
#SACCADE_MINIMUM_DURATION,12
#SACCADE_MINIMUM_AMPLITUDE,0.2
#FIXATION_MINIMUM_DURATION,12
#BLINK_MINIMUM_DURATION,50
#RESAMPLING,0
#FILTER_TYPE,identity
#FILTER_WN,0.2
#FILTER_SIZE,5
#FILTER_ORDER,3
#START_REC,2022,5,12,10,46,57
#MESSAGE,0,starting task
#XPARAM,-60.236953,-10.204107,247.014417
#YPARAM,4.582760,-60.859024,-700.824231
#CALPOINT,0.000000,-400.000000,30.140651,-0.826976,7.313518,4.434607
#CALPOINT,-500.000000,0.000000,-58.748903,12.878999,42.989167,4.397832
#CALPOINT,500.000000,0.000000,-4.690079,-5.702476,7.078030,1.822518
#CALPOINT,-500.000000,-400.000000,4.144291,-12.402464,8.346203,8.121464
#CALPOINT,0.000000,0.000000,48.719618,32.252786,9.278755,8.736897
#CALPOINT,500.000000,-400.000000,-25.520544,-3.334270,3.243730,1.530999
#CALPOINT,0.000000,400.000000,15.879891,13.275104,2.090217,4.825466
#CALPOINT,500.000000,400.000000,-28.155680,-14.437484,6.934056,5.553441
#CALPOINT,-500.000000,400.000000,18.230755,-21.703219,4.960349,4.440153
0.002,-522.8,-40.9,1250.1
4.990,-536.7,-60.7,1250.8
9.567,-525.9,-51.9,1252.8
14.209,-542.2,-56.7,1250.1
19.166,-532.1,-53.0,1249.5
24.722,-543.3,-55.9,1254.2
30.250,-536.1,-57.5,1247.8
35.775,-531.7,-55.4,1252.5
41.356,-543.9,-62.7,1250.3
46.925,-536.4,-68.2,1247.4
52.431,-528.5,-59.5,1245.0
58.023,-541.6,-59.3,1249.8
63.580,-541.3,-63.5,1246.3
69.173,-528.6,-52.6,1248.0
74.707,-545.8,-57.8,1252.3
80.265,-539.2,-70.6,1248.1
85.811,-526.7,-60.3,1247.9
91.374,-544.2,-65.1,1246.7
96.952,-543.2,-65.1,1249.7
102.488,-537.2,-55.8,1245.3
108.079,-530.0,-53.9,1247.5
113.613,-541.8,-60.1,1249.1
119.138,-545.3,-69.3,1248.5
124.695,-530.2,-65.4,1249.7
130.280,-537.4,-71.8,1248.7
135.812,-533.3,-60.5,1249.2
141.346,-526.5,-66.9,1251.0
146.955,-530.0,-69.2,1249.8
152.470,-534.8,-72.4,1249.4
158.066,-541.1,-66.9,1248.3
163.608,-540.0,-69.8,1247.8
169.095,-543.6,-62.1,1248.7
174.715,-537.5,-62.3,1242.6
180.288,-520.4,-58.9,1246.6
185.798,-536.9,-70.6,1246.8
191.398,-543.6,-66.9,1247.2
196.954,-535.4,-64.7,1246.3
202.427,-535.3,-58.8,1245.6
208.075,-545.4,-63.8,1246.9
213.571,-528.1,-63.1,1244.6
219.136,-541.4,-69.2,1248.9
224.751,-535.6,-60.8,1246.2
230.290,-548.7,-60.7,1246.0
235.795,-535.2,-64.6,1247.5
241.402,-545.8,-61.2,1243.7
246.933,-538.3,-69.4,1248.7
252.485,-533.4,-67.0,1248.3
258.066,-538.9,-71.0,1246.3
263.617,-528.2,-60.9,1245.6
269.148,-539.0,-61.5,1250.9
274.723,-526.6,-51.5,1244.8
280.281,-546.1,-55.1,1242.7
285.774,-528.6,-55.7,1243.5
291.392,-539.7,-51.5,1246.7
296.946,-536.2,-58.4,1245.3
302.462,-532.3,-52.7,1244.1
308.066,-544.5,-61.0,1246.2
313.619,-530.3,-56.0,1244.4
319.148,-523.7,-56.1,1249.1
324.746,-539.8,-56.4,1251.5
330.302,-533.1,-66.4,1245.9
335.826,-523.2,-67.3,1251.6
341.339,-514.0,-61.1,1249.7
346.962,-486.4,-62.6,1255.1
352.498,-373.8,-93.9,1278.5
358.053,-270.7,-96.0,1273.7
363.635,-197.1,-110.0,1253.0
369.179,-112.2,-102.8,1242.2
374.736,-34.4,-113.6,1241.5
380.297,9.9,-122.3,1240.7
385.837,34.6,-124.9,1244.3
391.409,27.4,-120.8,1243.2
396.969,19.9,-121.7,1245.6
402.520,13.1,-121.1,1240.7
408.085,3.3,-120.9,1237.3
413.649,9.2,-118.6,1239.6
419.178,11.1,-127.9,1239.1
424.753,20.7,-121.3,1240.0
430.287,20.3,-136.9,1239.5
435.860,13.4,-129.7,1239.1
441.431,-0.6,-128.6,1240.8
446.969,-0.7,-126.4,1242.7
452.527,1.5,-130.9,1241.4
458.091,8.5,-124.0,1241.2
463.653,11.5,-113.0,1242.0
469.160,1.3,-132.5,1242.6
474.760,3.0,-133.1,1244.6
480.319,-11.7,-127.5,1244.2
485.784,-5.5,-127.0,1243.7
491.426,3.9,-128.4,1242.5
496.982,9.6,-118.7,1245.1
502.496,12.2,-126.9,1243.3
508.097,21.4,-119.1,1246.8
513.662,7.5,-118.2,1248.6
519.193,2.6,-122.7,1245.3
524.753,-8.1,-125.0,1244.5
530.322,-13.8,-130.5,1244.6
535.807,-8.1,-135.7,1248.4
541.440,-2.5,-132.8,1245.0
547.002,1.7,-129.7,1250.1
552.460,8.5,-121.5,1249.4
558.121,7.7,-122.9,1247.7
563.670,14.3,-121.5,1246.1
569.212,18.6,-119.9,1248.5
574.760,12.3,-124.8,1251.2
580.335,2.5,-112.1,1247.4
585.886,-2.8,-134.1,1249.3
591.455,1.1,-129.9,1249.3
597.001,-2.3,-128.1,1250.4
602.500,-6.2,-122.9,1248.6
608.135,-13.3,-117.7,1251.2
613.652,-3.4,-116.3,1248.9
619.214,0.8,-117.1,1248.6
624.782,-0.6,-114.2,1250.0
630.352,-3.8,-109.4,1250.0
635.809,0.3,-125.1,1250.3
641.457,-1.4,-123.8,1247.5
647.020,0.6,-135.0,1248.5
652.540,7.3,-117.4,1250.8
658.142,11.9,-120.1,1249.0
663.684,-6.1,-114.5,1248.7
669.224,-11.0,-126.5,1249.1
674.799,-20.6,-141.7,1249.1
680.352,-46.1,-147.4,1249.1
685.820,-59.6,-145.2,1252.1
691.471,-58.5,-154.2,1250.1
697.022,-38.6,-152.4,1251.6
702.531,-48.1,-157.6,1251.3
708.130,-45.5,-146.9,1253.0
713.691,-52.1,-155.3,1250.0
719.210,-56.3,-147.5,1249.9
724.799,-54.6,-154.0,1252.1
730.361,-32.8,-138.7,1251.8
735.883,-33.2,-136.8,1251.3
741.448,-44.2,-142.1,1248.9
747.030,-46.5,-139.8,1249.9
752.576,-54.5,-143.8,1249.7
758.085,-64.9,-146.1,1250.2
763.707,-62.0,-146.1,1250.5
769.243,-58.7,-145.8,1250.4
774.799,-53.0,-146.6,1248.0
780.372,-48.7,-145.3,1249.0
785.907,-48.5,-144.1,1250.7
791.486,-48.5,-143.5,1254.3
797.047,-56.6,-144.5,1248.2
802.577,-53.2,-144.2,1252.7
808.162,-62.9,-139.7,1249.5
813.709,-52.6,-140.0,1251.6
819.235,-48.9,-133.5,1253.3
824.818,-48.7,-141.0,1253.9
830.402,-46.6,-141.8,1250.7
835.907,-44.8,-152.5,1250.1
841.500,-52.7,-150.2,1249.9
847.013,-58.4,-149.3,1253.8
852.575,-54.6,-155.7,1250.0
858.172,-54.2,-152.1,1250.6
863.718,-53.2,-151.5,1252.1
869.281,-75.2,-150.8,1252.4
874.839,-85.8,-152.0,1255.3
880.397,-103.8,-153.3,1253.9
885.894,-111.5,-152.3,1254.4
891.504,-132.1,-155.0,1252.4
897.066,-124.7,-149.4,1255.1
902.570,-117.6,-143.9,1255.2
908.178,-117.1,-146.7,1256.6
913.738,-110.5,-149.1,1253.1
919.213,-113.6,-146.2,1256.5
924.812,-105.0,-147.4,1253.6
930.398,-104.7,-151.9,1252.0
935.917,-100.2,-151.4,1253.5
941.517,-98.9,-141.6,1251.5
947.063,-98.8,-146.5,1250.7
952.626,-98.5,-145.1,1250.5
958.184,-98.7,-145.8,1254.2
963.738,-95.6,-147.3,1255.0
969.302,-97.2,-150.5,1250.0
974.866,-101.5,-146.7,1251.1
980.413,-99.6,-149.7,1251.9
985.982,-101.0,-152.4,1250.8
991.502,-107.1,-154.3,1255.4
997.080,-101.6,-157.0,1254.5
1002.629,-108.4,-160.2,1250.0
1008.226,-114.0,-161.6,1248.9
1013.746,-112.9,-165.1,1252.4
1019.310,-113.5,-168.6,1250.2
1024.867,-103.3,-152.1,1249.3
1030.396,-103.5,-150.9,1249.8
1035.971,-100.5,-144.5,1249.3
1041.528,-110.1,-147.8,1248.3
1047.085,-117.4,-156.4,1248.1
1052.652,-118.0,-157.7,1248.4
1058.198,-114.8,-162.7,1244.8
1063.756,-123.2,-165.3,1245.6
1069.286,-107.9,-150.2,1243.9
1074.874,-109.8,-144.4,1248.1
1080.420,-107.2,-152.7,1247.7
1085.956,-105.6,-163.0,1249.9
1091.542,-109.9,-162.9,1252.0
1097.103,-116.9,-167.3,1248.0
1102.580,-113.6,-147.6,1249.6
1108.213,-101.5,-150.4,1248.1
1113.768,-107.0,-151.8,1245.7
1119.306,-105.1,-155.0,1247.3
1124.880,-101.9,-154.8,1248.7
1130.436,-104.4,-158.0,1250.5
1135.939,-108.3,-154.6,1249.5
1141.546,-109.7,-151.9,1248.5
1147.120,-116.5,-148.4,1247.8
1152.669,-115.9,-154.5,1245.6
1158.223,-125.5,-152.3,1250.4
1163.762,-117.6,-157.5,1250.1
1169.316,-116.9,-156.5,1247.5
1174.845,-121.0,-159.6,1251.0
1180.405,-128.6,-156.6,1248.6
1185.959,-127.1,-158.7,1249.7
1191.479,-127.5,-158.7,1251.2
1197.127,-111.8,-154.8,1250.2
1202.686,-102.1,-153.8,1249.7
1208.253,-106.1,-158.2,1248.9
1213.807,-111.5,-155.9,1252.1
1219.347,-106.5,-159.0,1251.6
1224.907,-106.0,-157.8,1248.2
1230.483,-114.5,-158.0,1249.4
1235.958,-108.8,-158.7,1250.6
1241.602,-104.4,-160.3,1249.4
1247.104,-102.4,-160.6,1246.2
1252.669,-113.6,-164.6,1252.2
1258.255,-108.0,-168.8,1250.8
1263.781,-110.8,-166.6,1249.0
1269.342,-112.0,-163.5,1254.7
1274.923,-103.6,-161.3,1251.8
1280.482,-102.5,-160.7,1249.3
1286.007,-112.2,-162.5,1248.9
1291.587,-111.6,-159.6,1251.3
1297.142,-110.0,-165.6,1252.6
1302.633,-110.1,-160.8,1251.9
1308.256,-107.5,-159.6,1253.4
1313.812,-100.9,-158.6,1250.6
1319.276,-104.0,-152.6,1248.7
1324.937,-105.8,-154.6,1247.8
1330.487,-105.7,-160.3,1247.9
1336.016,-111.0,-160.9,1247.7
1341.596,-105.2,-165.8,1249.2
1347.179,-111.0,-163.3,1248.4
1352.685,-102.2,-164.4,1247.4
1358.266,-108.1,-162.1,1249.4
1363.818,-109.9,-156.4,1248.5
1369.382,-116.5,-159.9,1246.4
1374.926,-68.4,-159.6,1250.6
1380.495,-39.7,-150.6,1246.4
1386.046,-10.5,-151.8,1242.5
1391.614,46.6,-152.9,1241.3
1397.157,57.4,-147.3,1235.0
1402.725,61.5,-159.4,1235.0
1408.237,61.7,-150.1,1236.2
1413.851,60.2,-148.5,1234.8
1419.397,67.6,-159.0,1233.6
1424.936,65.8,-155.7,1234.2
1430.517,62.0,-159.0,1233.4
1436.074,62.9,-153.9,1233.7
1441.621,56.5,-157.4,1233.0
1447.182,54.3,-157.9,1231.5
