#SimpleGazeTrackerDataFile
#TRACKER_VERSION,0.11.1
#DATAFORMAT,T,X,Y,P
#RECORDED_EYE,L
#SCREEN_ORIGIN,BottomLeft
#TRACKER_ORIGIN,BottomLeft
#SCREEN_WIDTH,1024
#SCREEN_HEIGHT,768
#DOTS_PER_CENTIMETER_H,24.26
#DOTS_PER_CENTIMETER_V,24.26
#VIEWING_DISTANCE,57.29577951308232
#SACCADE_VELOCITY_THRESHOLD,20.0
#SACCADE_ACCELERATION_THRESHOLD,3800.0
#SACCADE_MINIMUM_DURATION,12
#SACCADE_MINIMUM_AMPLITUDE,0.2
#FIXATION_MINIMUM_DURATION,12
#BLINK_MINIMUM_DURATION,50
#RESAMPLING,0
#FILTER_TYPE,identity
#FILTER_WN,0.2
#FILTER_SIZE,5
#FILTER_ORDER,3
#START_REC,2021,10,27,13,33,46
#MESSAGE,0,starting task
#XPARAM,-18.062593,-0.199058,48.915525
#YPARAM,-0.343108,-18.830043,-853.929796
#CALPOINT,0.000000,400.000000,7.104843,10.738374,3.963805,3.08006
#CALPOINT,500.000000,400.000000,22.300436,-4.069552,13.932039,5.568168
#CALPOINT,500.000000,0.000000,-0.480444,-23.385404,2.703798,4.922171
#CALPOINT,0.000000,-400.000000,-6.411085,17.789608,19.72142,16.650656
#CALPOINT,0.000000,0.000000,8.029019,-12.399753,4.300544,4.15997
#CALPOINT,500.000000,-400.000000,-30.468776,21.864527,4.081888,2.77058
#CALPOINT,-500.000000,-400.000000,24.856646,7.720358,8.181671,6.961255
#CALPOINT,-500.000000,400.000000,-35.244278,28.049526,4.911251,3.04904
#CALPOINT,-500.000000,0.000000,10.313638,-46.307686,2.60864,4.465786
40248.099,300.0,4.3,1952.4
40255.183,302.8,2.7,1961.9
40262.005,302.5,1.9,1948.9
40269.236,301.9,6.4,1971.9
40276.347,300.3,8.9,1959.5
40282.662,300.4,4.7,1965.7
40289.761,299.3,6.3,1960.9
40296.519,297.8,7.9,1962.9
40303.175,299.5,15.7,1967.1
40309.433,300.4,15.2,1985.5
40316.101,301.2,16.7,1974.0
40322.568,301.5,10.6,1980.1
40329.311,306.7,12.1,1975.0
40336.002,302.3,10.8,1970.7
40343.007,303.1,3.0,1987.0
40349.924,303.4,-0.8,1980.4
40356.355,304.1,7.4,1980.8
40363.603,299.2,7.0,1985.6
40370.242,305.8,10.9,2009.1
40377.18,316.2,7.9,2003.6
40383.986,305.6,14.0,1992.3
40391.166,212.9,16.9,2006.2
40397.953,226.9,19.7,2011.8
40405.022,232.6,13.4,2016.3
40411.644,235.9,11.0,1983.0
40418.614,241.4,9.6,2014.2
40425.194,233.8,1.2,2018.2
40431.884,229.7,-0.8,2005.9
40438.372,229.0,-0.7,2024.1
40445.167,230.7,6.4,2006.2
40452.446,228.4,8.7,2018.1
40459.121,234.0,10.8,2024.2
40466.117,231.3,7.7,2026.6
40472.702,237.2,20.5,2015.8
40480.058,229.4,11.0,2022.3
40486.67,237.6,13.1,2033.3
40493.073,207.8,10.6,2033.8
40499.764,216.8,7.7,2038.6
40506.771,297.9,1.8,2042.3
40513.998,338.8,7.4,2044.5
40520.535,354.7,3.7,2054.6
40527.23,340.2,6.2,2046.2
40533.81,324.4,6.7,2048.1
40541.077,337.0,10.2,2066.4
40548.271,330.4,4.9,2042.9
40555.301,341.5,3.7,2058.5
40562.009,337.1,2.2,2048.9
40569.255,344.1,6.4,2061.6
40575.762,338.7,5.7,2060.1
40582.312,328.7,5.7,2047.3
40589.251,334.6,7.0,2073.0
40596.432,323.6,3.4,2045.6
40603.162,335.3,5.7,2075.2
40609.973,335.7,7.0,2077.1
40616.828,332.4,6.3,2055.5
40623.542,342.9,2.2,2086.7
40630.032,334.7,-6.0,2063.8
40637.275,343.4,-6.4,2075.8
40643.894,341.9,-3.3,2082.5
40650.344,343.2,-0.9,2069.2
40657.398,340.3,8.2,2087.9
40664.117,336.8,9.6,2071.9
40670.867,331.1,6.9,2070.9
40677.791,337.0,10.1,2098.7
40684.419,337.3,5.7,2085.8
40692.016,337.8,4.5,2098.2
40698.951,343.5,0.4,2079.1
40705.598,346.0,-0.7,2099.4
40712.434,345.4,-4.5,2096.0
40719.303,335.5,-5.0,2076.7
40726.079,338.4,2.1,2083.1
40732.815,336.6,-0.0,2111.9
40739.452,324.9,2.5,2092.1
40746.383,353.6,5.8,2089.8
40753.045,380.4,6.3,2110.4
40759.437,378.1,1.7,2112.8
40766.134,371.2,5.6,2114.5
40772.357,366.0,1.8,2108.1
40779.11,370.7,-0.5,2106.9
40786.126,369.9,-6.2,2117.8
40792.739,376.6,-2.5,2128.1
40799.16,374.6,-0.1,2113.4
40805.675,374.9,-1.8,2104.7
40812.431,367.2,1.4,2114.4
40819.495,363.6,-0.2,2123.2
40826.061,360.2,-0.2,2104.7
40832.597,361.9,3.3,2127.5
40839.255,362.0,0.3,2130.9
40846.28,368.6,-4.0,2128.1
40852.994,369.4,-0.9,2131.2
40859.585,369.2,-9.9,2145.8
40866.353,366.1,-6.0,2140.3
40873.084,372.5,-7.6,2137.7
40880.203,366.3,-0.1,2155.9
40886.843,367.8,2.5,2144.4
40893.782,361.2,-0.3,2156.1
40900.086,363.9,8.1,2158.7
40907.165,361.3,4.7,2156.3
40914.402,362.5,5.5,2145.4
40920.912,364.7,3.2,2156.5
40927.701,363.6,1.2,2156.7
40934.252,361.8,-5.3,2152.3
40941.101,363.8,0.6,2145.1
40947.898,367.5,-0.3,2164.7
40954.623,368.1,2.0,2165.5
40961.183,364.3,5.5,2164.1
40967.914,384.0,2.4,2162.1
40974.892,375.6,-2.9,2174.2
40981.854,308.0,8.8,2140.8
40988.613,238.5,5.2,2191.1
40995.332,219.2,8.5,2179.9
41001.955,236.7,0.2,2188.3
41008.725,242.8,-1.6,2189.3
41015.293,250.7,-3.6,2171.9
41021.966,240.3,-8.9,2166.2
41028.741,239.3,-7.2,2176.6
41035.796,240.4,-3.8,2176.0
41042.353,238.0,-1.3,2181.3
41048.906,244.4,0.4,2176.7
41055.551,241.8,-0.4,2174.6
41062.519,244.7,0.1,2188.4
41069.322,245.4,-1.3,2178.8
41075.918,248.7,-4.4,2177.0
41082.54,244.9,-5.0,2181.0
41089.344,246.9,-4.5,2179.8
41096.591,247.7,-8.7,2183.5
41103.475,245.3,-8.4,2164.5
41110.316,238.4,-8.8,2183.1
41117.001,245.8,-9.3,2189.3
41124.043,244.0,-6.8,2194.6
41130.771,246.8,-2.0,2199.4
41137.803,244.6,-0.0,2188.2
41144.233,245.2,-0.6,2203.5
41150.834,247.5,-3.0,2174.8
41157.844,246.3,-8.9,2198.2
41164.639,248.5,0.1,2181.5
41171.417,249.2,-8.2,2189.7
41178.151,243.1,-5.6,2206.6
41185.549,243.0,-3.5,2199.9
41192.015,238.8,-6.3,2204.3
41198.926,233.0,-0.4,2216.0
41205.834,232.8,-1.2,2212.0
41212.752,234.5,-5.5,2215.3
41219.286,237.6,-4.2,2224.2
41226.231,240.8,-6.0,2210.3
41232.907,240.0,-8.7,2215.6
41239.661,249.9,-20.3,2217.8
41246.789,241.4,-11.4,2225.8
41253.655,244.9,-7.1,2203.5
41260.507,237.4,-14.1,2228.3
41267.212,237.8,-6.4,2232.3
41274.071,234.9,-4.7,2227.4
41280.561,237.7,-14.8,2247.1
41287.258,232.8,-14.2,2224.3
41294.395,240.1,-10.1,2230.6
41301.379,246.1,-13.7,2217.2
41308.782,246.9,-10.6,2237.5
41315.089,243.8,-8.7,2238.4
41321.872,240.2,-10.2,2236.6
41328.753,237.0,-9.8,2234.1
41337.736,234.3,0.6,2228.6
41344.791,236.3,1.9,2240.4
41352.147,235.7,3.0,2250.2
41359.181,238.6,0.8,2238.2
41366.014,240.0,-3.4,2249.7
41372.938,238.0,-11.0,2255.3
41380.498,240.1,-7.7,2249.9
41387.394,243.8,-3.2,2247.1
41394.266,242.1,-8.5,2256.8
41401.132,241.1,-2.4,2251.8
41408.289,238.5,-2.7,2257.8
41415.023,237.1,-0.5,2254.2
41421.89,234.4,2.3,2260.3
41428.736,242.0,-2.6,2270.7
41436.038,244.1,-5.5,2253.0
41442.955,243.0,-7.2,2258.9
41449.59,248.2,-8.9,2255.7
41456.332,250.8,-22.0,2273.2
41463.788,245.4,-12.5,2269.4
41470.779,240.7,-3.3,2240.7
41477.701,241.2,-4.2,2277.3
41485.329,238.3,0.2,2258.9
41492.267,236.8,-0.5,2248.4
41499.339,241.4,6.5,2240.8
41506.211,238.7,7.6,2265.4
41513.433,246.0,-0.8,2263.7
41520.238,246.2,0.3,2248.4
41527.09,245.6,-3.3,2249.9
41534.092,246.9,-5.1,2253.9
41541.24,241.7,-6.0,2250.5
41548.101,240.3,-8.5,2255.1
41555.133,242.4,-9.7,2251.2
41561.971,236.8,-1.8,2238.9
41569.302,238.7,-3.3,2245.9
41576.184,243.0,-2.5,2245.6
41583.201,238.0,-1.3,2240.4
41590.153,246.1,-5.9,2241.1
41597.454,247.9,-1.7,2229.9
41604.315,249.4,-5.4,2235.4
41611.192,248.1,-8.8,2234.1
41617.949,239.8,-11.9,2237.5
41625.28,241.6,-3.6,2227.7
41632.299,241.0,1.0,2233.3
41639.215,237.6,-5.7,2221.7
41646.437,233.3,-4.4,2227.9
41653.436,232.7,-0.3,2235.2
41659.903,233.5,2.2,2223.0
41666.829,235.1,-3.7,2237.3
41673.554,237.1,-4.9,2211.8
41680.913,242.3,-4.5,2224.8
41687.727,243.3,-5.6,2248.5
41694.722,242.7,-6.9,2239.8
41701.493,237.7,-5.5,2224.6
41708.555,234.8,-5.0,2224.7
41715.464,236.1,-3.8,2219.4
41722.236,235.9,-2.3,2238.1
41728.581,233.7,-3.1,2229.5
41735.901,238.2,-2.8,2243.9
41742.752,237.5,3.8,2220.5
41749.91,239.0,-2.5,2233.3
41756.936,243.7,0.1,2242.9
41764.211,238.3,1.0,2240.4
41771.0,243.4,4.5,2235.1
41778.04,241.8,-4.8,2234.6
41785.332,232.2,3.5,2231.2
41792.341,233.8,-2.0,2244.9
41799.142,230.4,1.4,2234.4
41806.193,220.8,5.7,2245.9
41813.255,233.1,7.1,2241.1
41820.087,228.8,-2.3,2242.1
41826.332,231.5,-2.1,2261.2
41833.35,235.1,-3.7,2262.3
41840.653,238.0,-3.8,2262.5
41847.402,235.4,10.9,2241.8
41853.624,237.4,3.3,2259.6
41860.451,231.8,4.4,2247.6
41867.128,233.6,-3.0,2251.1
41873.955,231.7,-2.2,2255.7
41880.398,233.9,1.4,2258.8
41889.781,231.1,0.5,2258.9
41896.945,233.6,0.1,2260.6
41903.631,239.0,0.9,2262.0
41910.59,240.1,-4.4,2273.4
41917.614,242.0,-1.8,2266.7
41924.758,241.6,-3.3,2276.5
41931.543,234.1,-6.2,2265.7
41938.219,235.7,-5.8,2270.1
41945.523,233.3,-6.3,2290.9
41954.508,235.1,-8.2,2278.9
41961.302,242.8,-9.5,2271.8
41968.052,251.4,-23.9,2286.0
41975.339,197.6,-20.6,2297.2
41982.255,149.0,-7.2,2303.6
41989.314,137.0,-3.3,2309.0
41996.624,147.0,-5.1,2298.8
42003.743,149.1,-3.3,2301.0
42010.766,147.8,2.2,2292.3
42017.662,143.7,0.9,2299.6
42024.882,140.2,2.9,2301.9
42031.882,146.7,-2.8,2319.3
42038.909,142.0,-4.5,2314.6
42045.635,145.1,-3.8,2304.6
42052.969,142.8,-7.9,2294.0
42060.154,147.1,-6.3,2300.4
42067.142,147.5,-12.5,2307.4
42074.583,141.3,1.2,2314.4
42081.351,138.5,7.3,2299.9
42088.248,139.7,5.7,2318.7
42095.366,140.6,11.5,2306.7
42102.469,139.1,10.1,2305.9
42109.266,143.2,12.5,2312.1
42116.305,141.6,14.3,2321.1
42127.742,140.1,5.2,2308.6
42138.131,137.3,3.9,2332.7
42145.603,132.9,6.0,2320.3
42153.106,137.2,6.7,2334.1
42160.27,133.9,7.0,2331.5
42167.201,133.8,26.9,2312.2
42174.367,140.1,20.7,2323.2
42183.533,135.4,24.6,2320.3
42191.051,142.8,15.0,2330.8
42197.984,140.9,14.2,2323.4
42205.312,138.4,11.7,2333.7
42213.507,141.3,12.5,2351.5
42224.593,136.7,18.6,2342.9
42232.432,135.6,12.4,2330.8
42239.667,130.1,25.3,2346.2
42247.147,130.0,16.9,2339.1
42254.011,142.7,20.7,2320.5
42262.218,162.7,7.0,2343.4
42272.431,137.2,11.3,2361.1
42280.135,-10.3,5.0,2341.6
42286.841,-13.7,4.8,2326.6
42293.729,-5.4,1.3,2306.0
42301.229,0.5,-3.1,2347.2
42308.604,-2.2,-0.5,2324.9
42315.514,-3.4,-2.8,2309.5
