#SimpleGazeTrackerDataFile
#TRACKER_VERSION,0.11.1
#DATAFORMAT,T,X,Y,P
#RECORDED_EYE,L
#SCREEN_ORIGIN,BottomLeft
#TRACKER_ORIGIN,BottomLeft
#SCREEN_WIDTH,1024
#SCREEN_HEIGHT,768
#DOTS_PER_CENTIMETER_H,24.26
#DOTS_PER_CENTIMETER_V,24.26
#VIEWING_DISTANCE,57.29577951308232
#SACCADE_VELOCITY_THRESHOLD,20.0
#SACCADE_ACCELERATION_THRESHOLD,3800.0
#SACCADE_MINIMUM_DURATION,12
#SACCADE_MINIMUM_AMPLITUDE,0.2
#FIXATION_MINIMUM_DURATION,12
#BLINK_MINIMUM_DURATION,50
#RESAMPLING,0
#FILTER_TYPE,identity
#FILTER_WN,0.2
#FILTER_SIZE,5
#FILTER_ORDER,3
#START_REC,2022,5,12,10,21,45
#MESSAGE,0,starting task
#XPARAM,-40.510487,-5.674592,243.126394
#YPARAM,3.728800,-42.544976,-635.869372
#CALPOINT,500.000000,-400.000000,8.417511,-2.814269,4.046810,6.513020
#CALPOINT,-500.000000,-400.000000,-8.930093,109.267288,5.445412,19.554059
#CALPOINT,-500.000000,400.000000,4.743712,-30.151025,6.414149,2.101378
#CALPOINT,-500.000000,0.000000,-12.453384,-39.010627,2.114394,1.777239
#CALPOINT,0.000000,-400.000000,9.357942,-53.623724,4.587995,4.042164
#CALPOINT,500.000000,400.000000,12.352782,35.504617,3.465822,3.037307
#CALPOINT,0.000000,400.000000,-2.693354,-2.435789,3.982800,3.831560
#CALPOINT,500.000000,0.000000,-45.623381,11.861513,9.025948,2.577209
#CALPOINT,0.000000,0.000000,34.828266,-28.597983,3.810554,2.574096
0.001,-13.4,-306.6,687.7
7.685,-12.1,-305.5,690.2
15.104,-9.5,-305.8,689.7
22.763,-12.3,-307.9,691.7
29.989,-9.0,-305.5,694.6
37.152,-11.7,-301.5,693.8
44.329,-20.1,-297.8,690.5
51.414,-6.5,-309.8,690.9
59.207,-14.0,-309.4,695.1
66.424,-15.4,-297.4,696.6
73.504,-17.7,-296.0,696.1
80.679,-16.3,-304.3,697.9
87.955,-12.1,-299.7,691.7
95.491,-13.9,-307.3,700.0
102.741,-25.5,-303.0,694.8
110.242,-16.0,-298.1,695.1
117.529,-13.5,-299.9,700.1
125.310,-12.8,-297.9,697.9
132.207,-19.1,-302.2,697.2
139.730,-21.8,-302.6,701.3
147.038,-23.1,-300.3,699.8
154.137,-24.1,-304.3,704.8
161.238,-16.6,-312.5,700.3
168.617,-22.5,-310.4,704.3
175.478,-6.1,-314.2,702.5
182.289,-9.0,-312.9,706.2
189.482,-12.0,-312.1,704.8
196.517,-14.2,-314.4,703.9
203.736,-12.8,-312.7,705.0
210.488,-14.4,-311.1,701.7
217.309,-18.0,-310.5,701.1
224.181,-12.3,-304.5,702.8
230.855,-16.5,-311.6,704.9
237.920,-20.1,-307.4,701.7
244.927,-19.8,-307.4,699.7
252.062,-22.8,-308.6,699.8
258.804,-22.8,-306.6,699.3
265.628,-30.3,-308.0,694.5
272.314,-19.6,-305.5,693.5
279.844,-24.5,-316.5,694.8
286.740,-14.5,-315.7,693.1
294.084,-9.9,-318.5,693.4
301.870,-11.6,-320.5,692.4
308.533,-12.0,-316.7,689.2
315.339,-24.4,-312.8,685.8
322.421,-27.1,-312.8,681.6
329.812,-20.8,-312.6,681.8
